Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
284,Entry short,2025-11-07 07:00,MR-S | IN:MR,3988.5,1,3988.5,-13.16,-0.33,0,1.54,0.04,-14.28,-0.36,399.81,0.40,1
285,Exit short,2025-11-07 14:00,MR FAIL | IN:MR | OUT:MR,4007.69,1,3990.39,-17.3,-0.43,0,5.21,0.13,-19.45,-0.49,382.51,0.38,4
285,Entry short,2025-11-07 10:00,MR-S | IN:MR,3990.39,1,3990.39,-17.3,-0.43,0,5.21,0.13,-19.45,-0.49,382.51,0.38,4
286,Exit short,2025-11-07 23:00,MR FAIL | IN:MR | OUT:MR,4007.585,1,3990.775,-16.81,-0.42,0,1,0.02,-36.6,-0.92,365.7,0.37,1
286,Entry short,2025-11-07 22:00,MR-S | IN:MR,3990.775,1,3990.775,-16.81,-0.42,0,1,0.02,-36.6,-0.92,365.7,0.37,1
287,Exit short,2025-11-12 23:00,MR FAIL | IN:TREND | OUT:MR,4196.4,1,4129.6,-66.8,-1.62,0,32.96,0.80,-68.15,-1.65,298.9,0.30,32
287,Entry short,2025-11-11 14:00,MR-S | IN:TREND,4129.6,1,4129.6,-66.8,-1.62,0,32.96,0.80,-68.15,-1.65,298.9,0.30,32
288,Exit short,2025-11-14 20:00,MR TP1 | IN:MR | OUT:HYBRID,4055.83,0.2,831.574,20.41,2.45,0,23.4,2.81,-10.69,-1.29,319.31,0.32,18
288,Entry short,2025-11-14 01:00,MR-S | IN:MR,4157.87,0.2,831.574,20.41,2.45,0,23.4,2.81,-10.69,-1.29,319.31,0.32,18
289,Exit short,2025-11-17 22:00,RUN EXIT | IN:MR | OUT:MR,4064.35,0.8,3326.296,74.82,2.25,0,100.84,3.03,-42.75,-1.29,394.12,0.39,43
289,Entry short,2025-11-14 01:00,MR-S | IN:MR,4157.87,0.8,3326.296,74.82,2.25,0,100.84,3.03,-42.75,-1.29,394.12,0.39,43
290,Exit long,2025-11-19 16:00,MR TP1 | IN:MR | OUT:HYBRID,4113.18,0.2,807.8694,14.77,1.83,0,15.39,1.91,-2.07,-0.26,408.89,0.41,21
290,Entry long,2025-11-18 18:00,MR-L | IN:MR,4039.347,0.2,807.8694,14.77,1.83,0,15.39,1.91,-2.07,-0.26,408.89,0.41,21
291,Exit long,2025-11-20 11:00,RUN EXIT | IN:MR | OUT:MR,4075.57,0.8,3231.4776,28.98,0.90,0,74.77,2.31,-8.29,-0.26,437.87,0.44,39
291,Entry long,2025-11-18 18:00,MR-L | IN:MR,4039.347,0.8,3231.4776,28.98,0.90,0,74.77,2.31,-8.29,-0.26,437.87,0.44,39
292,Exit long,2025-11-24 09:00,MR FAIL | IN:MR | OUT:MR,4043.32,1,4099.76,-56.44,-1.38,0,1.41,0.03,-59.38,-1.45,381.43,0.38,9
292,Entry long,2025-11-21 23:00,MR-L | IN:MR,4099.76,1,4099.76,-56.44,-1.38,0,1.41,0.03,-59.38,-1.45,381.43,0.38,9
293,Exit long,2025-11-24 23:00,MR TP1 | IN:MR | OUT:MR,4097.33,0.2,816.064,3.4,0.42,0,3.73,0.46,-2.45,-0.30,384.83,0.38,4
293,Entry long,2025-11-24 19:00,MR-L | IN:MR,4080.32,0.2,816.064,3.4,0.42,0,3.73,0.46,-2.45,-0.30,384.83,0.38,4
294,Exit long,2025-11-25 22:00,RUN EXIT | IN:MR | OUT:MR,4123.22,0.8,3264.256,34.32,1.05,0,60.48,1.85,-9.8,-0.30,419.15,0.42,26
294,Entry long,2025-11-24 19:00,MR-L | IN:MR,4080.32,0.8,3264.256,34.32,1.05,0,60.48,1.85,-9.8,-0.30,419.15,0.42,26
295,Exit short,2025-11-27 00:00,MR FAIL | IN:MR | OUT:MR,4167.116,1,4153.24,-13.88,-0.33,0,16.9,0.41,-16.67,-0.40,405.28,0.41,4
295,Entry short,2025-11-26 20:00,MR-S | IN:MR,4153.24,1,4153.24,-13.88,-0.33,0,16.9,0.41,-16.67,-0.40,405.28,0.41,4
296,Exit short,2025-11-28 08:00,MR FAIL | IN:MR | OUT:MR,4191.06,1,4164.6,-26.46,-0.64,0,22.18,0.53,-28.6,-0.69,378.82,0.38,27
296,Entry short,2025-11-27 01:00,MR-S | IN:MR,4164.6,1,4164.6,-26.46,-0.64,0,22.18,0.53,-28.6,-0.69,378.82,0.38,27
297,Exit short,2025-12-03 00:00,MR TP1 | IN:TREND | OUT:MR,4193.69,0.2,845.244,6.51,0.77,0,12.55,1.49,-3.69,-0.44,385.32,0.39,24
297,Entry short,2025-12-01 23:00,MR-S | IN:TREND,4226.22,0.2,845.244,6.51,0.77,0,12.55,1.49,-3.69,-0.44,385.32,0.39,24
298,Exit short,2025-12-03 20:00,RUN EXIT | IN:TREND | OUT:MR,4237.16,0.8,3380.976,-8.75,-0.26,0,50.21,1.49,-14.75,-0.44,376.57,0.38,43
298,Entry short,2025-12-01 23:00,MR-S | IN:TREND,4226.22,0.8,3380.976,-8.75,-0.26,0,50.21,1.49,-14.75,-0.44,376.57,0.38,43
299,Exit long,2025-12-05 12:00,MR TP1 | IN:MR | OUT:MR,4220.226,0.2,843.281,0.76,0.09,0,0.98,0.12,-4.39,-0.52,377.33,0.38,11
299,Entry long,2025-12-05 00:00,MR-L | IN:MR,4216.405,0.2,843.281,0.76,0.09,0,0.98,0.12,-4.39,-0.52,377.33,0.38,11
300,Exit long,2025-12-06 04:00,RUN EXIT | IN:MR | OUT:MR,4197.405,0.8,3373.124,-15.2,-0.45,0,34.56,1.02,-19.69,-0.58,362.13,0.36,27
300,Entry long,2025-12-05 00:00,MR-L | IN:MR,4216.405,0.8,3373.124,-15.2,-0.45,0,34.56,1.02,-19.69,-0.58,362.13,0.36,27
301,Exit long,2025-12-10 07:00,MR TP1 | IN:MR | OUT:MR,4208.366,0.2,840.862,0.81,0.10,0,3.42,0.41,-3.02,-0.36,362.94,0.36,11
301,Entry long,2025-12-09 19:00,MR-L | IN:MR,4204.31,0.2,840.862,0.81,0.10,0,3.42,0.41,-3.02,-0.36,362.94,0.36,11
302,Exit long,2025-12-10 19:00,RUN EXIT | IN:MR | OUT:MR,4196.266,0.8,3363.448,-6.44,-0.19,0,13.67,0.41,-13.43,-0.40,356.51,0.36,23
302,Entry long,2025-12-09 19:00,MR-L | IN:MR,4204.31,0.8,3363.448,-6.44,-0.19,0,13.67,0.41,-13.43,-0.40,356.51,0.36,23
303,Exit short,2025-12-16 18:00,MR TP1 | IN:MR | OUT:TREND,4278.43,0.2,858.864,3.18,0.37,0,4.64,0.54,-11.22,-1.31,359.69,0.36,40
303,Entry short,2025-12-13 00:00,MR-S | IN:MR,4294.32,0.2,858.864,3.18,0.37,0,4.64,0.54,-11.22,-1.31,359.69,0.36,40
304,Exit short,2025-12-17 10:00,RUN EXIT | IN:MR | OUT:MR,4323.53,0.8,3435.456,-23.37,-0.68,0,18.56,0.54,-44.88,-1.31,336.32,0.34,55
304,Entry short,2025-12-13 00:00,MR-S | IN:MR,4294.32,0.8,3435.456,-23.37,-0.68,0,18.56,0.54,-44.88,-1.31,336.32,0.34,55
305,Exit short,2025-12-18 22:00,MR FAIL | IN:MR | OUT:MR,4338.05,1,4325.06,-12.99,-0.30,0,16.77,0.39,-17.93,-0.41,323.33,0.32,5
305,Entry short,2025-12-18 17:00,MR-S | IN:MR,4325.06,1,4325.06,-12.99,-0.30,0,16.77,0.39,-17.93,-0.41,323.33,0.32,5
306,Exit short,2025-12-19 23:00,MR FAIL | IN:MR | OUT:MR,4349.74,1,4323.35,-26.39,-0.61,0,10.87,0.25,-31.57,-0.73,296.94,0.30,15
306,Entry short,2025-12-19 08:00,MR-S | IN:MR,4323.35,1,4323.35,-26.39,-0.61,0,10.87,0.25,-31.57,-0.73,296.94,0.30,15
307,Exit short,2025-12-26 15:00,MR FAIL | IN:TREND | OUT:MR,4518.505,1,4460.078,-58.43,-1.31,0,30.1,0.67,-71.21,-1.60,238.51,0.24,52
307,Entry short,2025-12-23 06:00,MR-S | IN:TREND,4460.078,1,4460.078,-58.43,-1.31,0,30.1,0.67,-71.21,-1.60,238.51,0.24,52
308,Exit short,2025-12-26 20:00,MR FAIL | IN:MR | OUT:MR,4525.01,1,4508.882,-16.13,-0.36,0,5.68,0.13,-19.88,-0.44,222.38,0.22,1
308,Entry short,2025-12-26 19:00,MR-S | IN:MR,4508.882,1,4508.882,-16.13,-0.36,0,5.68,0.13,-19.88,-0.44,222.38,0.22,1
309,Exit short,2025-12-29 19:00,MR TP1 | IN:MR | OUT:HYBRID,4464.09,0.2,899.514,6.7,0.74,0,12.79,1.42,-4.65,-0.52,229.08,0.23,12
309,Entry short,2025-12-29 07:00,MR-S | IN:MR,4497.57,0.2,899.514,6.7,0.74,0,12.79,1.42,-4.65,-0.52,229.08,0.23,12
310,Exit short,2025-12-30 17:00,RUN EXIT | IN:MR | OUT:HYBRID,4384.6,0.8,3598.056,90.38,2.51,0,156.63,4.35,-18.58,-0.52,319.46,0.32,33
310,Entry short,2025-12-29 07:00,MR-S | IN:MR,4497.57,0.8,3598.056,90.38,2.51,0,156.63,4.35,-18.58,-0.52,319.46,0.32,33
311,Exit long,2026-01-02 18:00,MR TP1 | IN:MR | OUT:TREND,4392.6,0.2,869.2,9.32,1.07,0,10.66,1.23,-8.38,-0.96,328.78,0.33,20
311,Entry long,2025-12-31 21:00,MR-L | IN:MR,4346,0.2,869.2,9.32,1.07,0,10.66,1.23,-8.38,-0.96,328.78,0.33,20
312,Exit long,2026-01-03 04:00,RUN EXIT | IN:MR | OUT:MR,4331.575,0.8,3476.8,-11.54,-0.33,0,45.08,1.30,-33.52,-0.96,317.24,0.32,30
312,Entry long,2025-12-31 21:00,MR-L | IN:MR,4346,0.8,3476.8,-11.54,-0.33,0,45.08,1.30,-33.52,-0.96,317.24,0.32,30
313,Exit long,2026-01-05 08:00,MR TP1 | IN:MR | OUT:MR,4401.395,0.2,874.477,5.8,0.66,0,9.84,1.12,-0.49,-0.06,323.04,0.32,2
313,Entry long,2026-01-05 06:00,MR-L | IN:MR,4372.385,0.2,874.477,5.8,0.66,0,9.84,1.12,-0.49,-0.06,323.04,0.32,2
314,Exit long,2026-01-07 13:00,RUN EXIT | IN:MR | OUT:MR,4443.72,0.8,3497.908,57.07,1.63,0,102.6,2.93,-1.98,-0.06,380.11,0.38,53
314,Entry long,2026-01-05 06:00,MR-L | IN:MR,4372.385,0.8,3497.908,57.07,1.63,0,102.6,2.93,-1.98,-0.06,380.11,0.38,53
315,Exit long,2026-01-09 09:00,MR TP1 | IN:MR | OUT:HYBRID,4469.42,0.2,895.173,-1.29,-0.14,0,1.63,0.18,-4.66,-0.52,378.82,0.38,5
315,Entry long,2026-01-09 03:00,MR-L | IN:MR,4475.865,0.2,895.173,-1.29,-0.14,0,1.63,0.18,-4.66,-0.52,378.82,0.38,5
316,Exit long,2026-01-13 03:00,RUN EXIT | IN:MR | OUT:TREND,4593.45,0.8,3580.692,94.07,2.63,0,123.5,3.45,-18.63,-0.52,472.89,0.47,46
316,Entry long,2026-01-09 03:00,MR-L | IN:MR,4475.865,0.8,3580.692,94.07,2.63,0,123.5,3.45,-18.63,-0.52,472.89,0.47,46
317,Exit short,2026-01-16 08:00,MR TP1 | IN:MR | OUT:MR,4600.22,0.2,923.416,3.37,0.37,0,7.25,0.79,-5.18,-0.56,476.26,0.48,31
317,Entry short,2026-01-14 23:00,MR-S | IN:MR,4617.08,0.2,923.416,3.37,0.37,0,7.25,0.79,-5.18,-0.56,476.26,0.48,31
318,Exit short,2026-01-19 06:00,RUN EXIT | IN:MR | OUT:MR,4672.16,0.8,3693.664,-44.06,-1.19,0,64.58,1.75,-59.04,-1.60,432.19,0.43,52
318,Entry short,2026-01-14 23:00,MR-S | IN:MR,4617.08,0.8,3693.664,-44.06,-1.19,0,64.58,1.75,-59.04,-1.60,432.19,0.43,52
319,Exit short,2026-01-23 01:00,MR FAIL | IN:TREND | OUT:HYBRID,4915.95,1,4833.374,-82.58,-1.71,0,78.03,1.61,-86.5,-1.79,349.62,0.35,25
319,Entry short,2026-01-21 23:00,MR-S | IN:TREND,4833.374,1,4833.374,-82.58,-1.71,0,78.03,1.61,-86.5,-1.79,349.62,0.35,25
320,Exit long,2026-01-27 01:00,TF EXIT | IN:HYBRID | OUT:TREND,5068.95,1,4915.95,153,3.11,0,195.22,3.97,-16.59,-0.34,502.62,0.50,46
320,Entry long,2026-01-23 01:00,TF-L | IN:HYBRID,4915.95,1,4915.95,153,3.11,0,195.22,3.97,-16.59,-0.34,502.62,0.50,46
321,Exit short,2026-01-28 04:00,MR FAIL | IN:TREND | OUT:MR,5180.23,1,5068.95,-111.28,-2.20,0,79.36,1.57,-121.45,-2.40,391.34,0.39,26
321,Entry short,2026-01-27 01:00,MR-S | IN:TREND,5068.95,1,5068.95,-111.28,-2.20,0,79.36,1.57,-121.45,-2.40,391.34,0.39,26
322,Exit short,2026-01-30 15:00,MR TP1 | IN:TREND | OUT:HYBRID,5117.14,0.2,1102.78,79.35,7.20,0,92.52,8.39,-7.23,-0.66,470.69,0.47,22
322,Entry short,2026-01-29 16:00,MR-S | IN:TREND,5513.9,0.2,1102.78,79.35,7.20,0,92.52,8.39,-7.23,-0.66,470.69,0.47,22
323,Exit short,2026-02-02 20:00,RUN EXIT | IN:TREND | OUT:MR,4706.062,0.8,4411.12,646.27,14.65,0,889.47,20.16,-28.91,-0.66,1116.96,1.12,50
323,Entry short,2026-01-29 16:00,MR-S | IN:TREND,5513.9,0.8,4411.12,646.27,14.65,0,889.47,20.16,-28.91,-0.66,1116.96,1.12,50
324,Exit short,2026-02-05 18:00,MR TP1 | IN:MR | OUT:MR,4868.389,0.2,985.466,11.79,1.20,0,27.72,2.81,-19.28,-1.96,1128.75,1.13,16
324,Entry short,2026-02-05 01:00,MR-S | IN:MR,4927.33,0.2,985.466,11.79,1.20,0,27.72,2.81,-19.28,-1.96,1128.75,1.13,16
325,Exit short,2026-02-06 19:00,RUN EXIT | IN:MR | OUT:MR,4900.15,0.8,3941.864,21.74,0.55,0,218.38,5.54,-77.11,-1.96,1150.49,1.15,40
325,Entry short,2026-02-05 01:00,MR-S | IN:MR,4927.33,0.8,3941.864,21.74,0.55,0,218.38,5.54,-77.11,-1.96,1150.49,1.15,40
326,Exit short,2026-02-11 14:00,MR FAIL | IN:MR | OUT:MR,5054.88,1,5039.32,-15.56,-0.31,0,40.76,0.81,-39.35,-0.78,1134.93,1.13,25
326,Entry short,2026-02-10 12:00,MR-S | IN:MR,5039.32,1,5039.32,-15.56,-0.31,0,40.76,0.81,-39.35,-0.78,1134.93,1.13,25
327,Exit short,2026-02-13 00:00,MR TP1 | IN:MR | OUT:MR,4941.317,0.2,1011.3802,23.12,2.29,0,35.83,3.54,-5.37,-0.53,1158.05,1.16,14
327,Entry short,2026-02-12 10:00,MR-S | IN:MR,5056.901,0.2,1011.3802,23.12,2.29,0,35.83,3.54,-5.37,-0.53,1158.05,1.16,14
328,Exit short,2026-02-13 22:00,RUN EXIT | IN:MR | OUT:MR,4976.39,0.8,4045.5208,64.41,1.59,0,143.32,3.54,-21.47,-0.53,1222.46,1.22,35
328,Entry short,2026-02-12 10:00,MR-S | IN:MR,5056.901,0.8,4045.5208,64.41,1.59,0,143.32,3.54,-21.47,-0.53,1222.46,1.22,35
329,Exit long,2026-02-19 02:00,MR TP1 | IN:MR | OUT:TREND,4980.47,0.2,986.604,9.49,0.96,0,15.58,1.58,-5.4,-0.55,1231.95,1.23,14
329,Entry long,2026-02-18 12:00,MR-L | IN:MR,4933.02,0.2,986.604,9.49,0.96,0,15.58,1.58,-5.4,-0.55,1231.95,1.23,14
330,Exit long,2026-02-20 07:00,RUN EXIT | IN:MR | OUT:MR,5006.29,0.8,3946.416,58.62,1.49,0,71.41,1.81,-21.61,-0.55,1290.56,1.29,41
330,Entry long,2026-02-18 12:00,MR-L | IN:MR,4933.02,0.8,3946.416,58.62,1.49,0,71.41,1.81,-21.61,-0.55,1290.56,1.29,41
331,Exit short,2026-02-27 12:00,MR FAIL | IN:MR | OUT:MR,5197.904,1,5171.99,-25.91,-0.50,0,79.45,1.54,-45.71,-0.88,1264.65,1.26,71
331,Entry short,2026-02-24 10:00,MR-S | IN:MR,5171.99,1,5171.99,-25.91,-0.50,0,79.45,1.54,-45.71,-0.88,1264.65,1.26,71
332,Exit short,2026-02-27 20:00,MR FAIL | IN:MR | OUT:MR,5223,1,5178.56,-44.44,-0.86,0,10.43,0.20,-61.98,-1.20,1220.21,1.22,5
332,Entry short,2026-02-27 15:00,MR-S | IN:MR,5178.56,1,5178.56,-44.44,-0.86,0,10.43,0.20,-61.98,-1.20,1220.21,1.22,5
333,Exit short,2026-03-03 21:00,MR TP1 | IN:TREND | OUT:HYBRID,5037.948,0.2,1063.113,55.52,5.22,0,59.98,5.64,-12.86,-1.21,1275.73,1.28,22
333,Entry short,2026-03-02 22:00,MR-S | IN:TREND,5315.565,0.2,1063.113,55.52,5.22,0,59.98,5.64,-12.86,-1.21,1275.73,1.28,22
334,Exit short,2026-03-04 18:00,RUN EXIT | IN:TREND | OUT:MR,5192,0.8,4252.452,98.85,2.32,0,256.07,6.02,-51.44,-1.21,1374.59,1.37,42
334,Entry short,2026-03-02 22:00,MR-S | IN:TREND,5315.565,0.8,4252.452,98.85,2.32,0,256.07,6.02,-51.44,-1.21,1374.59,1.37,42
335,Exit long,2026-03-09 09:00,MR FAIL | IN:MR | OUT:MR,5094.8,1,5141.89,-47.09,-0.92,0,55.98,1.09,-127.93,-2.49,1327.5,1.33,11
335,Entry long,2026-03-06 22:00,MR-L | IN:MR,5141.89,1,5141.89,-47.09,-0.92,0,55.98,1.09,-127.93,-2.49,1327.5,1.33,11
336,Exit long,2026-03-10 08:00,MR TP1 | IN:MR | OUT:HYBRID,5184.08,0.2,1024.664,12.15,1.19,0,12.59,1.23,-1.28,-0.12,1339.65,1.34,6
336,Entry long,2026-03-10 01:00,MR-L | IN:MR,5123.32,0.2,1024.664,12.15,1.19,0,12.59,1.23,-1.28,-0.12,1339.65,1.34,6
337,Exit long,2026-03-11 14:00,RUN EXIT | IN:MR | OUT:MR,5195.7,0.8,4098.656,57.9,1.41,0,92.24,2.25,-5.1,-0.12,1397.55,1.40,35
337,Entry long,2026-03-10 01:00,MR-L | IN:MR,5123.32,0.8,4098.656,57.9,1.41,0,92.24,2.25,-5.1,-0.12,1397.55,1.40,35
338,Exit long,2026-03-18 18:00,MR FAIL | IN:MR | OUT:MR,4930.186,1,5012.84,-82.65,-1.65,0,31.69,0.63,-88.26,-1.76,1314.9,1.31,38
338,Entry long,2026-03-17 02:00,MR-L | IN:MR,5012.84,1,5012.84,-82.65,-1.65,0,31.69,0.63,-88.26,-1.76,1314.9,1.31,38
339,Exit long,2026-03-21 03:00,MR FAIL | IN:TREND | OUT:HYBRID,4491.67,1,4649.41,-157.74,-3.39,0,87.07,1.87,-172.3,-3.71,1157.16,1.16,23
339,Entry long,2026-03-20 03:00,MR-L | IN:TREND,4649.41,1,4649.41,-157.74,-3.39,0,87.07,1.87,-172.3,-3.71,1157.16,1.16,23
340,Exit short,2026-03-23 23:00,TF EXIT | IN:HYBRID | OUT:MR,4375,1,4491.67,116.67,2.60,0,393.4,8.76,-44.7,-1.00,1273.83,1.27,19
340,Entry short,2026-03-21 03:00,TF-S | IN:HYBRID,4491.67,1,4491.67,116.67,2.60,0,393.4,8.76,-44.7,-1.00,1273.83,1.27,19
341,Exit long,2026-03-25 10:00,MR TP1 | IN:MR | OUT:TREND,4569.738,0.2,875,38.95,4.45,0,45.53,5.20,-13.94,-1.59,1312.77,1.31,33
341,Entry long,2026-03-23 23:00,MR-L | IN:MR,4375,0.2,875,38.95,4.45,0,45.53,5.20,-13.94,-1.59,1312.77,1.31,33
342,Exit long,2026-03-26 08:00,RUN EXIT | IN:MR | OUT:MR,4535.675,0.8,3500,128.54,3.67,0,182.1,5.20,-55.74,-1.59,1441.31,1.44,54
342,Entry long,2026-03-23 23:00,MR-L | IN:MR,4375,0.8,3500,128.54,3.67,0,182.1,5.20,-55.74,-1.59,1441.31,1.44,54
343,Exit long,2026-03-28 03:00,MR TP1 | IN:MR | OUT:HYBRID,4493.118,0.2,901.952,-3.33,-0.37,0,9.15,1.01,-4.78,-0.53,1437.99,1.44,6
343,Entry long,2026-03-27 21:00,MR-L | IN:MR,4509.76,0.2,901.952,-3.33,-0.37,0,9.15,1.01,-4.78,-0.53,1437.99,1.44,6
344,Exit long,2026-04-02 09:00,RUN EXIT | IN:MR | OUT:HYBRID,4686.755,0.8,3607.808,141.6,3.92,0,232.56,6.45,-73.68,-2.04,1579.58,1.58,80
344,Entry long,2026-03-27 21:00,MR-L | IN:MR,4509.76,0.8,3607.808,141.6,3.92,0,232.56,6.45,-73.68,-2.04,1579.58,1.58,80
345,Exit long,2026-04-07 02:00,MR FAIL | IN:MR | OUT:MR,4655.502,1,4679.4,-23.9,-0.51,0,18.42,0.39,-34.5,-0.74,1555.68,1.56,6
345,Entry long,2026-04-06 20:00,MR-L | IN:MR,4679.4,1,4679.4,-23.9,-0.51,0,18.42,0.39,-34.5,-0.74,1555.68,1.56,6
346,Exit long,2026-04-08 03:00,MR TP1 | IN:MR | OUT:MR,4701.4,0.2,935.1704,5.11,0.55,0,8.58,0.92,-3.76,-0.40,1560.79,1.56,3
346,Entry long,2026-04-08 00:00,MR-L | IN:MR,4675.852,0.2,935.1704,5.11,0.55,0,8.58,0.92,-3.76,-0.40,1560.79,1.56,3
347,Exit long,2026-04-09 00:00,RUN EXIT | IN:MR | OUT:MR,4733.745,0.8,3740.6816,46.31,1.24,0,145.36,3.89,-15.03,-0.40,1607.11,1.61,23
347,Entry long,2026-04-08 00:00,MR-L | IN:MR,4675.852,0.8,3740.6816,46.31,1.24,0,145.36,3.89,-15.03,-0.40,1607.11,1.61,23
348,Exit short,2026-04-13 06:00,MR TP1 | IN:MR | OUT:MR,4671.379,0.2,953.18,18.9,1.98,0,25.58,2.68,-5.84,-0.61,1626.01,1.63,17
348,Entry short,2026-04-10 12:00,MR-S | IN:MR,4765.9,0.2,953.18,18.9,1.98,0,25.58,2.68,-5.84,-0.61,1626.01,1.63,17
349,Exit short,2026-04-14 03:00,RUN EXIT | IN:MR | OUT:MR,4742.6,0.8,3812.72,18.64,0.49,0,102.31,2.68,-23.36,-0.61,1644.65,1.64,38
349,Entry short,2026-04-10 12:00,MR-S | IN:MR,4765.9,0.8,3812.72,18.64,0.49,0,102.31,2.68,-23.36,-0.61,1644.65,1.64,38
350,Exit short,2026-04-17 06:00,MR TP1 | IN:MR | OUT:MR,4791.689,0.2,959.59,1.25,0.13,0,5.12,0.53,-8.09,-0.84,1645.9,1.65,36
350,Entry short,2026-04-15 16:00,MR-S | IN:MR,4797.95,0.2,959.59,1.25,0.13,0,5.12,0.53,-8.09,-0.84,1645.9,1.65,36
351,Exit short,2026-04-17 20:00,RUN EXIT | IN:MR | OUT:MR,4880.281,0.8,3838.36,-65.86,-1.72,0,24.72,0.64,-74.41,-1.94,1580.04,1.58,50
351,Entry short,2026-04-15 16:00,MR-S | IN:MR,4797.95,0.8,3838.36,-65.86,-1.72,0,24.72,0.64,-74.41,-1.94,1580.04,1.58,50
352,Exit short,2026-04-20 14:00,MR TP1 | IN:MR | OUT:MR,4789.59,0.2,959.406,1.49,0.16,0,3.58,0.37,-1.76,-0.18,1581.53,1.58,5
352,Entry short,2026-04-20 09:00,MR-S | IN:MR,4797.03,0.2,959.406,1.49,0.16,0,3.58,0.37,-1.76,-0.18,1581.53,1.58,5
353,Exit short,2026-04-21 03:00,RUN EXIT | IN:MR | OUT:MR,4822.293,0.8,3837.624,-20.21,-0.53,0,14.3,0.37,-24.48,-0.64,1561.32,1.56,18
353,Entry short,2026-04-20 09:00,MR-S | IN:MR,4797.03,0.8,3837.624,-20.21,-0.53,0,14.3,0.37,-24.48,-0.64,1561.32,1.56,18
354,Exit long,2026-04-23 06:00,MR FAIL | IN:MR | OUT:MR,4727.7,1,4767.55,-39.85,-0.84,0,4.76,0.10,-44.59,-0.94,1521.47,1.52,16
354,Entry long,2026-04-22 13:00,MR-L | IN:MR,4767.55,1,4767.55,-39.85,-0.84,0,4.76,0.10,-44.59,-0.94,1521.47,1.52,16
355,Exit long,2026-04-23 08:00,MR FAIL | IN:MR | OUT:MR,4723.16,1,4747.825,-24.66,-0.52,0,2.11,0.04,-25.77,-0.54,1496.8,1.50,1
355,Entry long,2026-04-23 07:00,MR-L | IN:MR,4747.825,1,4747.825,-24.66,-0.52,0,2.11,0.04,-25.77,-0.54,1496.8,1.50,1
356,Exit long,2026-04-24 03:00,MR FAIL | IN:MR | OUT:MR,4692.42,1,4733.22,-40.8,-0.86,0,7.92,0.17,-69.64,-1.47,1456,1.46,6
356,Entry long,2026-04-23 21:00,MR-L | IN:MR,4733.22,1,4733.22,-40.8,-0.86,0,7.92,0.17,-69.64,-1.47,1456,1.46,6
357,Exit long,2026-04-27 22:00,MR FAIL | IN:MR | OUT:MR,4669.962,1,4726.27,-56.31,-1.19,0,7.25,0.15,-59.65,-1.26,1399.69,1.40,24
357,Entry long,2026-04-24 21:00,MR-L | IN:MR,4726.27,1,4726.27,-56.31,-1.19,0,7.25,0.15,-59.65,-1.26,1399.69,1.40,24
358,Exit long,2026-05-01 01:00,MR TP1 | IN:HYBRID | OUT:HYBRID,4622.35,0.2,919.078,5.39,0.59,0,10.31,1.12,-17.1,-1.86,1405.09,1.41,38
358,Entry long,2026-04-29 10:00,MR-L | IN:HYBRID,4595.39,0.2,919.078,5.39,0.59,0,10.31,1.12,-17.1,-1.86,1405.09,1.41,38
359,Exit long,2026-05-01 16:00,RUN EXIT | IN:HYBRID | OUT:MR,4562.681,0.8,3676.312,-26.17,-0.71,0,41.25,1.12,-68.41,-1.86,1378.92,1.38,52
359,Entry long,2026-04-29 10:00,MR-L | IN:HYBRID,4595.39,0.8,3676.312,-26.17,-0.71,0,41.25,1.12,-68.41,-1.86,1378.92,1.38,52
360,Exit short,2026-05-04 18:00,MR TP1 | IN:MR | OUT:MR,4559.823,0.2,917.658,5.69,0.62,0,12.52,1.36,-1.03,-0.11,1384.61,1.38,5
360,Entry short,2026-05-04 13:00,MR-S | IN:MR,4588.29,0.2,917.658,5.69,0.62,0,12.52,1.36,-1.03,-0.11,1384.61,1.38,5
361,Exit short,2026-05-05 18:00,RUN EXIT | IN:MR | OUT:MR,4562.71,0.8,3670.632,20.46,0.56,0,70.7,1.93,-4.13,-0.11,1405.08,1.41,28
361,Entry short,2026-05-04 13:00,MR-S | IN:MR,4588.29,0.8,3670.632,20.46,0.56,0,70.7,1.93,-4.13,-0.11,1405.08,1.41,28
362,Exit short,2026-05-11 12:00,MR TP1 | IN:HYBRID | OUT:HYBRID,4652.213,0.2,939.778,9.34,0.99,0,10.24,1.09,-13.17,-1.40,1414.41,1.41,48
362,Entry short,2026-05-07 10:00,MR-S | IN:HYBRID,4698.89,0.2,939.778,9.34,0.99,0,10.24,1.09,-13.17,-1.40,1414.41,1.41,48
363,Exit short,2026-05-12 01:00,RUN EXIT | IN:HYBRID | OUT:MR,4724.902,0.8,3759.112,-20.81,-0.55,0,40.94,1.09,-52.67,-1.40,1393.6,1.39,61
363,Entry short,2026-05-07 10:00,MR-S | IN:HYBRID,4698.89,0.8,3759.112,-20.81,-0.55,0,40.94,1.09,-52.67,-1.40,1393.6,1.39,61
364,Exit short,2026-05-12 21:00,MR TP1 | IN:MR | OUT:MR,4672.76,0.2,938.8,4.25,0.45,0,4.99,0.53,-3.52,-0.38,1397.85,1.40,4
