Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
36,Exit short,2024-04-10 07:00,RUN EXIT | IN:MR | OUT:MR,5219,0.8,4139.52,-35.68,-0.86,0,2.56,0.06,-40.96,-0.99,27.76,0.03,9
36,Entry short,2024-04-09 21:00,MR-S | IN:MR,5174.4,0.8,4139.52,-35.68,-0.86,0,2.56,0.06,-40.96,-0.99,27.76,0.03,9
37,Exit short,2024-04-10 20:00,MR TP1 | IN:MR | OUT:MR,5158.9,0.2,1029.38,-2.4,-0.23,0,2.44,0.24,-3.4,-0.33,25.36,0.03,1
37,Entry short,2024-04-10 19:00,MR-S | IN:MR,5146.9,0.2,1029.38,-2.4,-0.23,0,2.44,0.24,-3.4,-0.33,25.36,0.03,1
38,Exit short,2024-04-11 20:00,RUN EXIT | IN:MR | OUT:MR,5162.9,0.8,4117.52,-12.8,-0.31,0,14.24,0.35,-27.2,-0.66,12.56,0.01,24
38,Entry short,2024-04-10 19:00,MR-S | IN:MR,5146.9,0.8,4117.52,-12.8,-0.31,0,14.24,0.35,-27.2,-0.66,12.56,0.01,24
39,Exit long,2024-04-16 00:00,MR FAIL | IN:MR | OUT:MR,5080.3,1,5165.1,-84.8,-1.64,0,6,0.12,-98.8,-1.91,-72.24,-0.07,5
39,Entry long,2024-04-15 19:00,MR-L | IN:MR,5165.1,1,5165.1,-84.8,-1.64,0,6,0.12,-98.8,-1.91,-72.24,-0.07,5
40,Exit long,2024-04-18 01:00,MR FAIL | IN:TREND | OUT:MR,5031.8,1,5047.2,-15.4,-0.31,0,34.2,0.68,-40.4,-0.80,-87.64,-0.09,27
40,Entry long,2024-04-16 21:00,MR-L | IN:TREND,5047.2,1,5047.2,-15.4,-0.31,0,34.2,0.68,-40.4,-0.80,-87.64,-0.09,27
41,Exit long,2024-04-19 03:00,MR FAIL | IN:MR | OUT:MR,5007.5,1,5042,-34.5,-0.68,0,13.3,0.26,-43.1,-0.85,-122.14,-0.12,14
41,Entry long,2024-04-18 13:00,MR-L | IN:MR,5042,1,5042,-34.5,-0.68,0,13.3,0.26,-43.1,-0.85,-122.14,-0.12,14
42,Exit long,2024-04-23 08:00,MR TP1 | IN:MR | OUT:MR,5005.9,0.2,996.02,5.16,0.52,0,11.96,1.20,-2.14,-0.21,-116.98,-0.12,23
42,Entry long,2024-04-22 08:00,MR-L | IN:MR,4980.1,0.2,996.02,5.16,0.52,0,11.96,1.20,-2.14,-0.21,-116.98,-0.12,23
43,Exit long,2024-04-24 20:00,RUN EXIT | IN:MR | OUT:MR,5078.5,0.8,3984.08,78.72,1.98,0,90.64,2.28,-8.56,-0.21,-38.26,-0.04,58
43,Entry long,2024-04-22 08:00,MR-L | IN:MR,4980.1,0.8,3984.08,78.72,1.98,0,90.64,2.28,-8.56,-0.21,-38.26,-0.04,58
44,Exit long,2024-04-26 08:00,MR TP1 | IN:MR | OUT:MR,5089.7,0.2,1017.14,0.8,0.08,0,1.08,0.11,-0.5,-0.05,-37.46,-0.04,2
44,Entry long,2024-04-26 06:00,MR-L | IN:MR,5085.7,0.2,1017.14,0.8,0.08,0,1.08,0.11,-0.5,-0.05,-37.46,-0.04,2
45,Exit long,2024-04-30 03:00,RUN EXIT | IN:MR | OUT:MR,5115.5,0.8,4068.56,23.84,0.59,0,29.68,0.73,-11.76,-0.29,-13.62,-0.01,44
45,Entry long,2024-04-26 06:00,MR-L | IN:MR,5085.7,0.8,4068.56,23.84,0.59,0,29.68,0.73,-11.76,-0.29,-13.62,-0.01,44
46,Exit long,2024-05-03 07:00,MR TP1 | IN:TREND | OUT:HYBRID,5080.6,0.2,1004.7,11.42,1.14,0,14.56,1.45,-3.24,-0.32,-2.2,0.00,29
46,Entry long,2024-05-02 00:00,MR-L | IN:TREND,5023.5,0.2,1004.7,11.42,1.14,0,14.56,1.45,-3.24,-0.32,-2.2,0.00,29
47,Exit long,2024-05-08 15:00,RUN EXIT | IN:TREND | OUT:MR,5187.2,0.8,4018.8,130.96,3.26,0,142.08,3.54,-12.96,-0.32,128.76,0.13,106
47,Entry long,2024-05-02 00:00,MR-L | IN:TREND,5023.5,0.8,4018.8,130.96,3.26,0,142.08,3.54,-12.96,-0.32,128.76,0.13,106
48,Exit short,2024-05-15 02:00,MR FAIL | IN:MR | OUT:MR,5246.5,1,5224,-22.5,-0.43,0,29.2,0.56,-27.8,-0.53,106.26,0.11,26
48,Entry short,2024-05-13 23:00,MR-S | IN:MR,5224,1,5224,-22.5,-0.43,0,29.2,0.56,-27.8,-0.53,106.26,0.11,26
49,Exit short,2024-05-20 21:00,MR FAIL | IN:TREND | OUT:TREND,5325.2,1,5313.7,-11.5,-0.22,0,30.1,0.57,-14,-0.26,94.76,0.09,52
49,Entry short,2024-05-16 15:00,MR-S | IN:TREND,5313.7,1,5313.7,-11.5,-0.22,0,30.1,0.57,-14,-0.26,94.76,0.09,52
50,Exit short,2024-05-22 01:00,MR FAIL | IN:TREND | OUT:MR,5316.9,1,5311.2,-5.7,-0.11,0,7.8,0.15,-9.2,-0.17,89.06,0.09,23
50,Entry short,2024-05-21 01:00,MR-S | IN:TREND,5311.2,1,5311.2,-5.7,-0.11,0,7.8,0.15,-9.2,-0.17,89.06,0.09,23
51,Exit short,2024-05-23 10:00,MR FAIL | IN:MR | OUT:MR,5343.3,1,5319.4,-23.9,-0.45,0,31,0.58,-24.4,-0.46,65.16,0.07,11
51,Entry short,2024-05-22 22:00,MR-S | IN:MR,5319.4,1,5319.4,-23.9,-0.45,0,31,0.58,-24.4,-0.46,65.16,0.07,11
52,Exit short,2024-05-24 02:00,MR TP1 | IN:MR | OUT:MR,5268,0.2,1064.06,10.46,0.98,0,12.84,1.21,-0.7,-0.07,75.62,0.08,4
52,Entry short,2024-05-23 22:00,MR-S | IN:MR,5320.3,0.2,1064.06,10.46,0.98,0,12.84,1.21,-0.7,-0.07,75.62,0.08,4
53,Exit short,2024-05-24 22:00,RUN EXIT | IN:MR | OUT:HYBRID,5303.8,0.8,4256.24,13.2,0.31,0,51.36,1.21,-2.8,-0.07,88.82,0.09,23
53,Entry short,2024-05-23 22:00,MR-S | IN:MR,5320.3,0.8,4256.24,13.2,0.31,0,51.36,1.21,-2.8,-0.07,88.82,0.09,23
54,Exit short,2024-05-29 12:00,MR TP1 | IN:MR | OUT:MR,5287.9,0.2,1060.04,2.46,0.23,0,3.4,0.32,-3.34,-0.32,91.28,0.09,11
54,Entry short,2024-05-29 00:00,MR-S | IN:MR,5300.2,0.2,1060.04,2.46,0.23,0,3.4,0.32,-3.34,-0.32,91.28,0.09,11
55,Exit short,2024-05-30 20:00,RUN EXIT | IN:MR | OUT:HYBRID,5257.5,0.8,4240.16,34.16,0.81,0,49.76,1.17,-13.36,-0.32,125.44,0.13,42
55,Entry short,2024-05-29 00:00,MR-S | IN:MR,5300.2,0.8,4240.16,34.16,0.81,0,49.76,1.17,-13.36,-0.32,125.44,0.13,42
56,Exit long,2024-05-31 22:00,MR FAIL | IN:MR | OUT:MR,5206.6,1,5235.3,-28.7,-0.55,0,24.5,0.47,-29.7,-0.57,96.74,0.10,4
56,Entry long,2024-05-31 18:00,MR-L | IN:MR,5235.3,1,5235.3,-28.7,-0.55,0,24.5,0.47,-29.7,-0.57,96.74,0.10,4
57,Exit long,2024-06-03 10:00,MR TP1 | IN:HYBRID | OUT:HYBRID,5297.2,0.2,1056.86,2.58,0.24,0,3.24,0.31,-1.1,-0.10,99.32,0.10,7
57,Entry long,2024-06-01 02:00,MR-L | IN:HYBRID,5284.3,0.2,1056.86,2.58,0.24,0,3.24,0.31,-1.1,-0.10,99.32,0.10,7
58,Exit long,2024-06-04 06:00,RUN EXIT | IN:HYBRID | OUT:MR,5287,0.8,4227.44,2.16,0.05,0,14.8,0.35,-38.24,-0.90,101.48,0.10,26
58,Entry long,2024-06-01 02:00,MR-L | IN:HYBRID,5284.3,0.8,4227.44,2.16,0.05,0,14.8,0.35,-38.24,-0.90,101.48,0.10,26
59,Exit short,2024-06-10 19:00,MR TP1 | IN:TREND | OUT:MR,5340.1,0.2,1071.08,3.06,0.29,0,6.94,0.65,-4.36,-0.41,104.54,0.10,44
59,Entry short,2024-06-06 21:00,MR-S | IN:TREND,5355.4,0.2,1071.08,3.06,0.29,0,6.94,0.65,-4.36,-0.41,104.54,0.10,44
60,Exit short,2024-06-11 05:00,RUN EXIT | IN:TREND | OUT:MR,5363.6,0.8,4284.32,-6.56,-0.15,0,27.76,0.65,-17.44,-0.41,97.98,0.10,53
60,Entry short,2024-06-06 21:00,MR-S | IN:TREND,5355.4,0.8,4284.32,-6.56,-0.15,0,27.76,0.65,-17.44,-0.41,97.98,0.10,53
61,Exit short,2024-06-12 02:00,MR FAIL | IN:MR | OUT:MR,5378.4,1,5350.7,-27.7,-0.52,0,21.5,0.40,-28.9,-0.54,70.28,0.07,7
61,Entry short,2024-06-11 19:00,MR-S | IN:MR,5350.7,1,5350.7,-27.7,-0.52,0,21.5,0.40,-28.9,-0.54,70.28,0.07,7
62,Exit short,2024-06-17 23:00,MR FAIL | IN:TREND | OUT:MR,5460.5,1,5432.6,-27.9,-0.51,0,39.3,0.72,-32.9,-0.61,42.38,0.04,57
62,Entry short,2024-06-13 12:00,MR-S | IN:TREND,5432.6,1,5432.6,-27.9,-0.51,0,39.3,0.72,-32.9,-0.61,42.38,0.04,57
63,Exit short,2024-06-20 14:00,MR FAIL | IN:HYBRID | OUT:TREND,5512.8,1,5495.2,-17.6,-0.32,0,3.8,0.07,-24.9,-0.45,24.78,0.02,20
63,Entry short,2024-06-19 13:00,MR-S | IN:HYBRID,5495.2,1,5495.2,-17.6,-0.32,0,3.8,0.07,-24.9,-0.45,24.78,0.02,20
64,Exit short,2024-06-21 10:00,MR TP1 | IN:MR | OUT:TREND,5478.2,0.2,1098.06,2.42,0.22,0,6.5,0.59,-0.56,-0.05,27.2,0.03,11
64,Entry short,2024-06-20 22:00,MR-S | IN:MR,5490.3,0.2,1098.06,2.42,0.22,0,6.5,0.59,-0.56,-0.05,27.2,0.03,11
65,Exit short,2024-06-24 14:00,RUN EXIT | IN:MR | OUT:MR,5477.8,0.8,4392.24,10,0.23,0,30.48,0.69,-2.24,-0.05,37.2,0.04,38
65,Entry short,2024-06-20 22:00,MR-S | IN:MR,5490.3,0.8,4392.24,10,0.23,0,30.48,0.69,-2.24,-0.05,37.2,0.04,38
66,Exit long,2024-06-26 10:00,MR TP1 | IN:MR | OUT:MR,5476.8,0.2,1094.32,1.04,0.10,0,1.44,0.13,-0.7,-0.06,38.24,0.04,7
66,Entry long,2024-06-26 02:00,MR-L | IN:MR,5471.6,0.2,1094.32,1.04,0.10,0,1.44,0.13,-0.7,-0.06,38.24,0.04,7
67,Exit long,2024-06-27 05:00,RUN EXIT | IN:MR | OUT:MR,5467.4,0.8,4377.28,-3.36,-0.08,0,13.92,0.32,-14.4,-0.33,34.88,0.03,25
67,Entry long,2024-06-26 02:00,MR-L | IN:MR,5471.6,0.8,4377.28,-3.36,-0.08,0,13.92,0.32,-14.4,-0.33,34.88,0.03,25
68,Exit short,2024-07-01 13:00,MR TP1 | IN:MR | OUT:MR,5479.8,0.2,1094.16,-1.8,-0.16,0,4.32,0.39,-2.2,-0.20,33.08,0.03,11
68,Entry short,2024-06-29 01:00,MR-S | IN:MR,5470.8,0.2,1094.16,-1.8,-0.16,0,4.32,0.39,-2.2,-0.20,33.08,0.03,11
69,Exit short,2024-07-02 22:00,RUN EXIT | IN:MR | OUT:MR,5477.5,0.8,4376.64,-5.36,-0.12,0,20.88,0.48,-12.16,-0.28,27.72,0.03,43
69,Entry short,2024-06-29 01:00,MR-S | IN:MR,5470.8,0.8,4376.64,-5.36,-0.12,0,20.88,0.48,-12.16,-0.28,27.72,0.03,43
70,Exit short,2024-07-05 23:00,MR FAIL | IN:TREND | OUT:MR,5554,1,5539.7,-14.3,-0.26,0,10.8,0.19,-16.5,-0.30,13.42,0.01,23
70,Entry short,2024-07-04 19:00,MR-S | IN:TREND,5539.7,1,5539.7,-14.3,-0.26,0,10.8,0.19,-16.5,-0.30,13.42,0.01,23
71,Exit short,2024-07-11 01:00,MR FAIL | IN:MR | OUT:TREND,5621.5,1,5578.9,-42.6,-0.76,0,1.2,0.02,-44.1,-0.79,-29.18,-0.03,22
71,Entry short,2024-07-10 02:00,MR-S | IN:MR,5578.9,1,5578.9,-42.6,-0.76,0,1.2,0.02,-44.1,-0.79,-29.18,-0.03,22
72,Exit short,2024-07-12 11:00,MR TP1 | IN:TREND | OUT:HYBRID,5586.3,0.2,1127.98,10.72,0.95,0,12.34,1.09,-0.76,-0.07,-18.46,-0.02,14
72,Entry short,2024-07-11 20:00,MR-S | IN:TREND,5639.9,0.2,1127.98,10.72,0.95,0,12.34,1.09,-0.76,-0.07,-18.46,-0.02,14
73,Exit short,2024-07-12 23:00,RUN EXIT | IN:TREND | OUT:TREND,5636.1,0.8,4511.92,3.04,0.07,0,55.04,1.22,-3.04,-0.07,-15.42,-0.02,26
73,Entry short,2024-07-11 20:00,MR-S | IN:TREND,5639.9,0.8,4511.92,3.04,0.07,0,55.04,1.22,-3.04,-0.07,-15.42,-0.02,26
74,Exit short,2024-07-16 22:00,MR FAIL | IN:MR | OUT:MR,5652.5,1,5632.9,-19.6,-0.35,0,7.6,0.13,-33.6,-0.60,-35.02,-0.04,8
74,Entry short,2024-07-16 14:00,MR-S | IN:MR,5632.9,1,5632.9,-19.6,-0.35,0,7.6,0.13,-33.6,-0.60,-35.02,-0.04,8
75,Exit short,2024-07-17 21:00,MR TP1 | IN:HYBRID | OUT:TREND,5603.2,0.2,1126.44,5.8,0.51,0,6.56,0.58,-0.3,-0.03,-29.22,-0.03,7
75,Entry short,2024-07-17 14:00,MR-S | IN:HYBRID,5632.2,0.2,1126.44,5.8,0.51,0,6.56,0.58,-0.3,-0.03,-29.22,-0.03,7
76,Exit short,2024-07-18 19:00,RUN EXIT | IN:HYBRID | OUT:MR,5608.6,0.8,4505.76,18.88,0.42,0,37.84,0.84,-1.2,-0.03,-10.34,-0.01,28
76,Entry short,2024-07-17 14:00,MR-S | IN:HYBRID,5632.2,0.8,4505.76,18.88,0.42,0,37.84,0.84,-1.2,-0.03,-10.34,-0.01,28
77,Exit long,2024-07-19 23:00,MR FAIL | IN:TREND | OUT:MR,5511.4,1,5557.4,-46,-0.83,0,1.3,0.02,-50.5,-0.91,-56.34,-0.06,4
77,Entry long,2024-07-19 19:00,MR-L | IN:TREND,5557.4,1,5557.4,-46,-0.83,0,1.3,0.02,-50.5,-0.91,-56.34,-0.06,4
78,Exit long,2024-07-23 11:00,MR TP1 | IN:MR | OUT:HYBRID,5559.7,0.2,1108.46,3.48,0.31,0,6.14,0.55,-2.46,-0.22,-52.86,-0.05,16
78,Entry long,2024-07-22 18:00,MR-L | IN:MR,5542.3,0.2,1108.46,3.48,0.31,0,6.14,0.55,-2.46,-0.22,-52.86,-0.05,16
79,Exit long,2024-07-24 07:00,RUN EXIT | IN:MR | OUT:MR,5540.5,0.8,4433.84,-1.44,-0.03,0,36.32,0.82,-9.84,-0.22,-54.3,-0.05,35
79,Entry long,2024-07-22 18:00,MR-L | IN:MR,5542.3,0.8,4433.84,-1.44,-0.03,0,36.32,0.82,-9.84,-0.22,-54.3,-0.05,35
80,Exit long,2024-07-29 08:00,MR TP1 | IN:TREND | OUT:HYBRID,5485.5,0.2,1089.2,7.9,0.73,0,9.4,0.86,-10.62,-0.98,-46.4,-0.05,33
80,Entry long,2024-07-25 21:00,MR-L | IN:TREND,5446,0.2,1089.2,7.9,0.73,0,9.4,0.86,-10.62,-0.98,-46.4,-0.05,33
81,Exit long,2024-07-30 05:00,RUN EXIT | IN:TREND | OUT:MR,5468.4,0.8,4356.8,17.92,0.41,0,41.2,0.95,-42.48,-0.98,-28.48,-0.03,53
81,Entry long,2024-07-25 21:00,MR-L | IN:TREND,5446,0.8,4356.8,17.92,0.41,0,41.2,0.95,-42.48,-0.98,-28.48,-0.03,53
82,Exit short,2024-07-30 23:00,MR TP1 | IN:MR | OUT:MR,5405.4,0.2,1091.24,10.16,0.93,0,10.2,0.93,-0.3,-0.03,-18.32,-0.02,2
82,Entry short,2024-07-30 21:00,MR-S | IN:MR,5456.2,0.2,1091.24,10.16,0.93,0,10.2,0.93,-0.3,-0.03,-18.32,-0.02,2
83,Exit short,2024-07-31 13:00,RUN EXIT | IN:MR | OUT:MR,5481.9,0.8,4364.96,-20.56,-0.47,0,47.28,1.08,-22.4,-0.51,-38.88,-0.04,15
83,Entry short,2024-07-30 21:00,MR-S | IN:MR,5456.2,0.8,4364.96,-20.56,-0.47,0,47.28,1.08,-22.4,-0.51,-38.88,-0.04,15
84,Exit short,2024-08-02 06:00,MR TP1 | IN:MR | OUT:TREND,5427.2,0.2,1111.54,26.1,2.35,0,29.5,2.65,-0.64,-0.06,-12.78,-0.01,9
84,Entry short,2024-08-01 20:00,MR-S | IN:MR,5557.7,0.2,1111.54,26.1,2.35,0,29.5,2.65,-0.64,-0.06,-12.78,-0.01,9
85,Exit short,2024-08-05 23:00,RUN EXIT | IN:MR | OUT:HYBRID,5201.4,0.8,4446.16,285.04,6.41,0,375.04,8.44,-2.56,-0.06,272.26,0.27,49
85,Entry short,2024-08-01 20:00,MR-S | IN:MR,5557.7,0.8,4446.16,285.04,6.41,0,375.04,8.44,-2.56,-0.06,272.26,0.27,49
86,Exit long,2024-08-09 01:00,MR TP1 | IN:MR | OUT:MR,5314.7,0.2,1059.08,3.86,0.36,0,6.26,0.59,-3.6,-0.34,276.12,0.28,4
86,Entry long,2024-08-08 21:00,MR-L | IN:MR,5295.4,0.2,1059.08,3.86,0.36,0,6.26,0.59,-3.6,-0.34,276.12,0.28,4
87,Exit long,2024-08-12 19:00,RUN EXIT | IN:MR | OUT:HYBRID,5355.8,0.8,4236.32,48.32,1.14,0,54.16,1.28,-14.4,-0.34,324.44,0.32,44
87,Entry long,2024-08-08 21:00,MR-L | IN:MR,5295.4,0.8,4236.32,48.32,1.14,0,54.16,1.28,-14.4,-0.34,324.44,0.32,44
88,Exit short,2024-08-15 21:00,MR FAIL | IN:MR | OUT:MR,5521.8,1,5444.2,-77.6,-1.43,0,6,0.11,-80.9,-1.49,246.84,0.25,21
88,Entry short,2024-08-14 23:00,MR-S | IN:MR,5444.2,1,5444.2,-77.6,-1.43,0,6,0.11,-80.9,-1.49,246.84,0.25,21
89,Exit short,2024-08-20 08:00,MR FAIL | IN:TREND | OUT:TREND,5609.7,1,5539.2,-70.5,-1.27,0,27.7,0.50,-70.8,-1.28,176.34,0.18,37
89,Entry short,2024-08-16 17:00,MR-S | IN:TREND,5539.2,1,5539.2,-70.5,-1.27,0,27.7,0.50,-70.8,-1.28,176.34,0.18,37
90,Exit short,2024-08-22 08:00,MR FAIL | IN:TREND | OUT:HYBRID,5623.2,1,5608.2,-15,-0.27,0,22.5,0.40,-25.5,-0.45,161.34,0.16,35
90,Entry short,2024-08-20 19:00,MR-S | IN:TREND,5608.2,1,5608.2,-15,-0.27,0,22.5,0.40,-25.5,-0.45,161.34,0.16,35
91,Exit short,2024-08-22 18:00,MR FAIL | IN:HYBRID | OUT:MR,5633,1,5614.5,-18.5,-0.33,0,3.5,0.06,-19.8,-0.35,142.84,0.14,9
91,Entry short,2024-08-22 09:00,MR-S | IN:HYBRID,5614.5,1,5614.5,-18.5,-0.33,0,3.5,0.06,-19.8,-0.35,142.84,0.14,9
92,Exit short,2024-08-23 05:00,MR TP1 | IN:TREND | OUT:HYBRID,5583.6,0.2,1117.9,1.18,0.11,0,5.44,0.49,-4.66,-0.42,144.02,0.14,6
92,Entry short,2024-08-22 22:00,MR-S | IN:TREND,5589.5,0.2,1117.9,1.18,0.11,0,5.44,0.49,-4.66,-0.42,144.02,0.14,6
93,Exit short,2024-08-23 21:00,RUN EXIT | IN:TREND | OUT:HYBRID,5616.1,0.8,4471.6,-21.28,-0.48,0,21.76,0.49,-41.92,-0.94,122.74,0.12,22
93,Entry short,2024-08-22 22:00,MR-S | IN:TREND,5589.5,0.8,4471.6,-21.28,-0.48,0,21.76,0.49,-41.92,-0.94,122.74,0.12,22
94,Exit short,2024-08-28 10:00,MR FAIL | IN:MR | OUT:MR,5626.7,1,5607.6,-19.1,-0.34,0,12.5,0.22,-25.2,-0.45,103.64,0.10,32
94,Entry short,2024-08-27 00:00,MR-S | IN:MR,5607.6,1,5607.6,-19.1,-0.34,0,12.5,0.22,-25.2,-0.45,103.64,0.10,32
95,Exit short,2024-08-28 23:00,MR TP1 | IN:MR | OUT:MR,5597.5,0.2,1121.7,2.2,0.20,0,5.56,0.50,-0.04,0.00,105.84,0.11,2
95,Entry short,2024-08-28 21:00,MR-S | IN:MR,5608.5,0.2,1121.7,2.2,0.20,0,5.56,0.50,-0.04,0.00,105.84,0.11,2
96,Exit short,2024-08-29 18:00,RUN EXIT | IN:MR | OUT:MR,5609.4,0.8,4486.8,-0.72,-0.02,0,49.84,1.11,-4.88,-0.11,105.12,0.11,20
96,Entry short,2024-08-28 21:00,MR-S | IN:MR,5608.5,0.8,4486.8,-0.72,-0.02,0,49.84,1.11,-4.88,-0.11,105.12,0.11,20
97,Exit short,2024-09-03 22:00,MR TP1 | IN:MR | OUT:TREND,5566.3,0.2,1127.94,14.68,1.30,0,15.68,1.39,-2.96,-0.26,119.8,0.12,13
97,Entry short,2024-09-03 09:00,MR-S | IN:MR,5639.7,0.2,1127.94,14.68,1.30,0,15.68,1.39,-2.96,-0.26,119.8,0.12,13
98,Exit short,2024-09-04 20:00,RUN EXIT | IN:MR | OUT:TREND,5534.5,0.8,4511.76,84.16,1.87,0,114.96,2.55,-11.84,-0.26,203.96,0.20,34
98,Entry short,2024-09-03 09:00,MR-S | IN:MR,5639.7,0.8,4511.76,84.16,1.87,0,114.96,2.55,-11.84,-0.26,203.96,0.20,34
99,Exit long,2024-09-10 15:00,MR TP1 | IN:MR | OUT:MR,5468.8,0.2,1090.22,3.54,0.32,0,6.86,0.63,-3.2,-0.29,207.5,0.21,22
99,Entry long,2024-09-09 16:00,MR-L | IN:MR,5451.1,0.2,1090.22,3.54,0.32,0,6.86,0.63,-3.2,-0.29,207.5,0.21,22
100,Exit long,2024-09-11 20:00,RUN EXIT | IN:MR | OUT:MR,5454.3,0.8,4360.88,2.56,0.06,0,40.4,0.93,-12.8,-0.29,210.06,0.21,50
100,Entry long,2024-09-09 16:00,MR-L | IN:MR,5451.1,0.8,4360.88,2.56,0.06,0,40.4,0.93,-12.8,-0.29,210.06,0.21,50
101,Exit short,2024-09-13 22:00,MR FAIL | IN:TREND | OUT:TREND,5632.7,1,5607.7,-25,-0.45,0,7.5,0.13,-26.3,-0.47,185.06,0.19,3
101,Entry short,2024-09-13 19:00,MR-S | IN:TREND,5607.7,1,5607.7,-25,-0.45,0,7.5,0.13,-26.3,-0.47,185.06,0.19,3
102,Exit short,2024-09-19 10:00,MR FAIL | IN:HYBRID | OUT:MR,5674.8,1,5621.9,-52.9,-0.94,0,15.8,0.28,-70.8,-1.26,132.16,0.13,75
102,Entry short,2024-09-14 03:00,MR-S | IN:HYBRID,5621.9,1,5621.9,-52.9,-0.94,0,15.8,0.28,-70.8,-1.26,132.16,0.13,75
103,Exit short,2024-09-24 15:00,MR FAIL | IN:HYBRID | OUT:MR,5734.4,1,5710.5,-23.9,-0.42,0,38.3,0.67,-25.4,-0.44,108.26,0.11,50
103,Entry short,2024-09-20 11:00,MR-S | IN:HYBRID,5710.5,1,5710.5,-23.9,-0.42,0,38.3,0.67,-25.4,-0.44,108.26,0.11,50
104,Exit short,2024-09-25 00:00,MR FAIL | IN:MR | OUT:MR,5726.4,1,5714.6,-11.8,-0.21,0,17.2,0.30,-19,-0.33,96.46,0.10,4
104,Entry short,2024-09-24 20:00,MR-S | IN:MR,5714.6,1,5714.6,-11.8,-0.21,0,17.2,0.30,-19,-0.33,96.46,0.10,4
105,Exit short,2024-09-26 08:00,MR FAIL | IN:MR | OUT:MR,5741.5,1,5723,-18.5,-0.32,0,1.8,0.03,-19.7,-0.34,77.96,0.08,5
105,Entry short,2024-09-26 02:00,MR-S | IN:MR,5723,1,5723,-18.5,-0.32,0,1.8,0.03,-19.7,-0.34,77.96,0.08,5
106,Exit short,2024-09-30 12:00,MR TP1 | IN:MR | OUT:MR,5734.6,0.2,1149.16,2.24,0.19,0,4.04,0.35,-3.98,-0.35,80.2,0.08,33
106,Entry short,2024-09-27 01:00,MR-S | IN:MR,5745.8,0.2,1149.16,2.24,0.19,0,4.04,0.35,-3.98,-0.35,80.2,0.08,33
107,Exit short,2024-10-01 03:00,RUN EXIT | IN:MR | OUT:MR,5754.3,0.8,4596.64,-6.8,-0.15,0,34.4,0.75,-16.4,-0.36,73.4,0.07,48
107,Entry short,2024-09-27 01:00,MR-S | IN:MR,5745.8,0.8,4596.64,-6.8,-0.15,0,34.4,0.75,-16.4,-0.36,73.4,0.07,48
108,Exit short,2024-10-01 23:00,MR TP1 | IN:MR | OUT:MR,5704.8,0.2,1140.22,-0.74,-0.06,0,4.16,0.36,-3.14,-0.28,72.66,0.07,2
108,Entry short,2024-10-01 21:00,MR-S | IN:MR,5701.1,0.2,1140.22,-0.74,-0.06,0,4.16,0.36,-3.14,-0.28,72.66,0.07,2
109,Exit short,2024-10-03 00:00,RUN EXIT | IN:MR | OUT:MR,5711.1,0.8,4560.88,-8,-0.18,0,22.8,0.50,-23.68,-0.52,64.66,0.06,26
109,Entry short,2024-10-01 21:00,MR-S | IN:MR,5701.1,0.8,4560.88,-8,-0.18,0,22.8,0.50,-23.68,-0.52,64.66,0.06,26
110,Exit short,2024-10-08 08:00,MR TP1 | IN:MR | OUT:TREND,5697,0.2,1145.24,5.84,0.51,0,9.68,0.85,-2.6,-0.23,70.5,0.07,13
110,Entry short,2024-10-07 18:00,MR-S | IN:MR,5726.2,0.2,1145.24,5.84,0.51,0,9.68,0.85,-2.6,-0.23,70.5,0.07,13
111,Exit short,2024-10-08 21:00,RUN EXIT | IN:MR | OUT:MR,5739.1,0.8,4580.96,-10.32,-0.23,0,38.72,0.85,-16.32,-0.36,60.18,0.06,26
111,Entry short,2024-10-07 18:00,MR-S | IN:MR,5726.2,0.8,4580.96,-10.32,-0.23,0,38.72,0.85,-16.32,-0.36,60.18,0.06,26
112,Exit short,2024-10-11 22:00,MR FAIL | IN:HYBRID | OUT:MR,5814.6,1,5787,-27.6,-0.48,0,22.5,0.39,-32.3,-0.56,32.58,0.03,27
112,Entry short,2024-10-10 18:00,MR-S | IN:HYBRID,5787,1,5787,-27.6,-0.48,0,22.5,0.39,-32.3,-0.56,32.58,0.03,27
113,Exit short,2024-10-16 14:00,MR TP1 | IN:TREND | OUT:TREND,5822.7,0.2,1172.08,7.54,0.64,0,10.76,0.92,-1.94,-0.17,40.12,0.04,21
113,Entry short,2024-10-15 16:00,MR-S | IN:TREND,5860.4,0.2,1172.08,7.54,0.64,0,10.76,0.92,-1.94,-0.17,40.12,0.04,21
114,Exit short,2024-10-17 08:00,RUN EXIT | IN:TREND | OUT:MR,5836.2,0.8,4688.32,19.36,0.41,0,43.04,0.92,-7.76,-0.17,59.48,0.06,38
114,Entry short,2024-10-15 16:00,MR-S | IN:TREND,5860.4,0.8,4688.32,19.36,0.41,0,43.04,0.92,-7.76,-0.17,59.48,0.06,38
115,Exit short,2024-10-18 18:00,MR FAIL | IN:MR | OUT:MR,5857.5,1,5842.7,-14.8,-0.25,0,1,0.02,-16.6,-0.28,44.68,0.04,8
