Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
30,Exit long,2025-03-31 07:00,MR FAIL | IN:HYBRID | OUT:MR,81591,1,82608,-1017,-1.23,0,892,1.08,-1321,-1.60,-3928.89,-3.93,25
30,Entry long,2025-03-30 06:00,MR-L | IN:HYBRID,82608,1,82608,-1017,-1.23,0,892,1.08,-1321,-1.60,-3928.89,-3.93,25
31,Exit long,2025-04-01 13:00,MR TP1 | IN:MR | OUT:MR,83437,0.2,16554.4,133,0.80,0,228.4,1.38,-225.2,-1.36,-3795.89,-3.80,18
31,Entry long,2025-03-31 19:00,MR-L | IN:MR,82772,0.2,16554.4,133,0.80,0,228.4,1.38,-225.2,-1.36,-3795.89,-3.80,18
32,Exit long,2025-04-02 15:00,RUN EXIT | IN:MR | OUT:MR,84675,0.8,66217.6,1522.4,2.30,0,2206.4,3.33,-1267.2,-1.91,-2273.49,-2.27,44
32,Entry long,2025-03-31 19:00,MR-L | IN:MR,82772,0.8,66217.6,1522.4,2.30,0,2206.4,3.33,-1267.2,-1.91,-2273.49,-2.27,44
33,Exit short,2025-04-03 15:00,MR TP1 | IN:MR | OUT:MR,83693,0.2,16557.8,-180.8,-1.09,0,126.4,0.76,-221.4,-1.34,-2454.29,-2.45,10
33,Entry short,2025-04-03 05:00,MR-S | IN:MR,82789,0.2,16557.8,-180.8,-1.09,0,126.4,0.76,-221.4,-1.34,-2454.29,-2.45,10
34,Exit short,2025-04-04 13:00,RUN EXIT | IN:MR | OUT:MR,83025,0.8,66231.2,-188.8,-0.29,0,1271.2,1.92,-885.6,-1.34,-2643.09,-2.64,32
34,Entry short,2025-04-03 05:00,MR-S | IN:MR,82789,0.8,66231.2,-188.8,-0.29,0,1271.2,1.92,-885.6,-1.34,-2643.09,-2.64,32
35,Exit short,2025-04-05 22:00,MR TP1 | IN:MR | OUT:MR,82596,0.2,16577.6,58.4,0.35,0,106,0.64,-1.4,-0.01,-2584.69,-2.58,1
35,Entry short,2025-04-05 21:00,MR-S | IN:MR,82888,0.2,16577.6,58.4,0.35,0,106,0.64,-1.4,-0.01,-2584.69,-2.58,1
36,Exit short,2025-04-06 11:00,RUN EXIT | IN:MR | OUT:MR,83471,0.8,66310.4,-466.4,-0.70,0,424,0.64,-682.4,-1.03,-3051.09,-3.05,14
36,Entry short,2025-04-05 21:00,MR-S | IN:MR,82888,0.8,66310.4,-466.4,-0.70,0,424,0.64,-682.4,-1.03,-3051.09,-3.05,14
37,Exit long,2025-04-09 03:00,MR FAIL | IN:TREND | OUT:MR,77023,1,79019,-1996,-2.53,0,1817,2.30,-2737,-3.46,-5047.09,-5.05,30
37,Entry long,2025-04-07 21:00,MR-L | IN:TREND,79019,1,79019,-1996,-2.53,0,1817,2.30,-2737,-3.46,-5047.09,-5.05,30
38,Exit long,2025-04-10 03:00,MR TP1 | IN:MR | OUT:MR,83185,0.2,15531.2,1105.8,7.12,0,1118,7.20,-187,-1.20,-3941.29,-3.94,7
38,Entry long,2025-04-09 20:00,MR-L | IN:MR,77656,0.2,15531.2,1105.8,7.12,0,1118,7.20,-187,-1.20,-3941.29,-3.94,7
39,Exit long,2025-04-10 23:00,RUN EXIT | IN:MR | OUT:TREND,79393,0.8,62124.8,1389.6,2.24,0,4727.2,7.61,-748,-1.20,-2551.69,-2.55,27
39,Entry long,2025-04-09 20:00,MR-L | IN:MR,77656,0.8,62124.8,1389.6,2.24,0,4727.2,7.61,-748,-1.20,-2551.69,-2.55,27
40,Exit short,2025-04-15 11:00,MR FAIL | IN:MR | OUT:MR,85462,1,84904,-558,-0.66,0,1873,2.21,-883,-1.04,-3109.69,-3.11,43
40,Entry short,2025-04-13 16:00,MR-S | IN:MR,84904,1,84904,-558,-0.66,0,1873,2.21,-883,-1.04,-3109.69,-3.11,43
41,Exit short,2025-04-16 06:00,MR TP1 | IN:MR | OUT:MR,83686,0.2,16896,158.8,0.94,0,173.6,1.03,-25.2,-0.15,-2950.89,-2.95,6
41,Entry short,2025-04-16 00:00,MR-S | IN:MR,84480,0.2,16896,158.8,0.94,0,173.6,1.03,-25.2,-0.15,-2950.89,-2.95,6
42,Exit short,2025-04-16 23:00,RUN EXIT | IN:MR | OUT:MR,85049,0.8,67584,-455.2,-0.67,0,1102.4,1.63,-619.2,-0.92,-3406.09,-3.41,23
42,Entry short,2025-04-16 00:00,MR-S | IN:MR,84480,0.8,67584,-455.2,-0.67,0,1102.4,1.63,-619.2,-0.92,-3406.09,-3.41,23
43,Exit long,2025-04-17 23:00,MR TP1 | IN:MR | OUT:MR,84938,0.2,16802,185.6,1.10,0,211,1.26,-51.8,-0.31,-3220.49,-3.22,22
43,Entry long,2025-04-17 01:00,MR-L | IN:MR,84010,0.2,16802,185.6,1.10,0,211,1.26,-51.8,-0.31,-3220.49,-3.22,22
44,Exit long,2025-04-18 19:00,RUN EXIT | IN:MR | OUT:MR,84640,0.8,67208,504,0.75,0,1174.4,1.75,-207.2,-0.31,-2716.49,-2.72,42
44,Entry long,2025-04-17 01:00,MR-L | IN:MR,84010,0.8,67208,504,0.75,0,1174.4,1.75,-207.2,-0.31,-2716.49,-2.72,42
45,Exit short,2025-04-20 20:00,MR TP1 | IN:MR | OUT:HYBRID,84324,0.2,16958.2,93.4,0.55,0,163.4,0.96,0,0.00,-2623.09,-2.62,6
45,Entry short,2025-04-20 14:00,MR-S | IN:MR,84791,0.2,16958.2,93.4,0.55,0,163.4,0.96,0,0.00,-2623.09,-2.62,6
46,Exit short,2025-04-21 07:00,RUN EXIT | IN:MR | OUT:MR,86620,0.8,67832.8,-1463.2,-2.16,0,653.6,0.96,-1756,-2.59,-4086.29,-4.09,17
46,Entry short,2025-04-20 14:00,MR-S | IN:MR,84791,0.8,67832.8,-1463.2,-2.16,0,653.6,0.96,-1756,-2.59,-4086.29,-4.09,17
47,Exit short,2025-04-22 20:00,MR FAIL | IN:HYBRID | OUT:MR,90278,1,87278,-3000,-3.44,0,349,0.40,-3243,-3.72,-7086.29,-7.09,16
47,Entry short,2025-04-22 04:00,MR-S | IN:HYBRID,87278,1,87278,-3000,-3.44,0,349,0.40,-3243,-3.72,-7086.29,-7.09,16
48,Exit short,2025-11-20 06:00,Margin call,91499,0.011464,1029.719408,-19.23,-1.87,0,15.19,1.48,-19.23,-1.87,-7105.52,-7.11,7
48,Entry short,2025-11-19 23:00,TF-S | IN:HYBRID,89822,0.011464,1029.719408,-19.23,-1.87,0,15.19,1.48,-19.23,-1.87,-7105.52,-7.11,7
49,Exit short,2025-11-20 07:00,Margin call,92214,0.027192,2442.439824,-65.04,-2.66,0,36.03,1.48,-65.04,-2.66,-7170.56,-7.17,8
49,Entry short,2025-11-19 23:00,TF-S | IN:HYBRID,89822,0.027192,2442.439824,-65.04,-2.66,0,36.03,1.48,-65.04,-2.66,-7170.56,-7.17,8
50,Exit short,2025-11-20 08:00,TF EXIT | IN:HYBRID | OUT:MR,92498,0.961344,86349.84077,-2572.56,-2.98,0,1273.78,1.48,-2673.5,-3.10,-9743.12,-9.74,9
50,Entry short,2025-11-19 23:00,TF-S | IN:HYBRID,89822,0.961344,86349.84077,-2572.56,-2.98,0,1273.78,1.48,-2673.5,-3.10,-9743.12,-9.74,9
51,Exit long,2025-11-23 18:00,MR TP1 | IN:MR | OUT:HYBRID,86285,0.2,16827.6,429.4,2.55,0,530.6,3.15,-147.2,-0.87,-9313.72,-9.31,40
51,Entry long,2025-11-22 02:00,MR-L | IN:MR,84138,0.2,16827.6,429.4,2.55,0,530.6,3.15,-147.2,-0.87,-9313.72,-9.31,40
52,Exit long,2025-11-24 17:00,RUN EXIT | IN:MR | OUT:MR,85998,0.8,67310.4,1488,2.21,0,3155.2,4.69,-588.8,-0.87,-7825.72,-7.83,63
52,Entry long,2025-11-22 02:00,MR-L | IN:MR,84138,0.8,67310.4,1488,2.21,0,3155.2,4.69,-588.8,-0.87,-7825.72,-7.83,63
53,Exit short,2025-11-26 14:00,MR FAIL | IN:MR | OUT:MR,87907,1,87393,-514,-0.59,0,1317,1.51,-788,-0.90,-8339.72,-8.34,21
53,Entry short,2025-11-25 17:00,MR-S | IN:MR,87393,1,87393,-514,-0.59,0,1317,1.51,-788,-0.90,-8339.72,-8.34,21
54,Exit short,2025-11-26 22:00,MR TP1 | IN:MR | OUT:MR,86938,0.2,17477.8,90.2,0.52,0,217,1.24,-50.4,-0.29,-8249.52,-8.25,7
54,Entry short,2025-11-26 15:00,MR-S | IN:MR,87389,0.2,17477.8,90.2,0.52,0,217,1.24,-50.4,-0.29,-8249.52,-8.25,7
55,Exit short,2025-11-27 00:00,RUN EXIT | IN:MR | OUT:MR,89814,0.8,69911.2,-1940,-2.77,0,868,1.24,-2040.8,-2.92,-10189.52,-10.19,9
55,Entry short,2025-11-26 15:00,MR-S | IN:MR,87389,0.8,69911.2,-1940,-2.77,0,868,1.24,-2040.8,-2.92,-10189.52,-10.19,9
56,Exit long,2025-12-03 02:00,MR TP1 | IN:MR | OUT:TREND,91918,0.2,17258.2,1125.4,6.52,0,1207.4,7.00,-20.2,-0.12,-9064.12,-9.06,20
56,Entry long,2025-12-02 06:00,MR-L | IN:MR,86291,0.2,17258.2,1125.4,6.52,0,1207.4,7.00,-20.2,-0.12,-9064.12,-9.06,20
57,Exit long,2025-12-04 02:00,RUN EXIT | IN:MR | OUT:MR,93038,0.8,69032.8,5397.6,7.82,0,6148.8,8.91,-80.8,-0.12,-3666.52,-3.67,44
57,Entry long,2025-12-02 06:00,MR-L | IN:MR,86291,0.8,69032.8,5397.6,7.82,0,6148.8,8.91,-80.8,-0.12,-3666.52,-3.67,44
58,Exit long,2025-12-07 18:00,MR FAIL | IN:MR | OUT:MR,89168,1,89675,-507,-0.57,0,611,0.68,-743,-0.83,-4173.52,-4.17,22
58,Entry long,2025-12-06 20:00,MR-L | IN:MR,89675,1,89675,-507,-0.57,0,611,0.68,-743,-0.83,-4173.52,-4.17,22
59,Exit long,2025-12-08 07:00,MR TP1 | IN:MR | OUT:MR,90363,0.2,18195.4,-122.8,-0.67,0,158,0.87,-392.6,-2.16,-4296.32,-4.30,7
59,Entry long,2025-12-08 00:00,MR-L | IN:MR,90977,0.2,18195.4,-122.8,-0.67,0,158,0.87,-392.6,-2.16,-4296.32,-4.30,7
60,Exit long,2025-12-09 01:00,RUN EXIT | IN:MR | OUT:MR,89912,0.8,72781.6,-852,-1.17,0,1055.2,1.45,-1570.4,-2.16,-5148.32,-5.15,25
60,Entry long,2025-12-08 00:00,MR-L | IN:MR,90977,0.8,72781.6,-852,-1.17,0,1055.2,1.45,-1570.4,-2.16,-5148.32,-5.15,25
61,Exit short,2025-12-11 03:00,Margin call,94494,0.086452,7961.710488,-207.48,-2.61,0,44.52,0.56,-207.48,-2.61,-5355.8,-5.36,7
61,Entry short,2025-12-10 20:00,MR-S | IN:HYBRID,92094,0.086452,7961.710488,-207.48,-2.61,0,44.52,0.56,-207.48,-2.61,-5355.8,-5.36,7
62,Exit short,2025-12-11 13:00,MR TP1 | IN:HYBRID | OUT:TREND,90296,0.182709,16826.40265,328.51,1.95,0,488.75,2.90,-438.5,-2.61,-5027.29,-5.03,17
62,Entry short,2025-12-10 20:00,MR-S | IN:HYBRID,92094,0.182709,16826.40265,328.51,1.95,0,488.75,2.90,-438.5,-2.61,-5027.29,-5.03,17
63,Exit short,2025-12-12 05:00,RUN EXIT | IN:HYBRID | OUT:HYBRID,92379,0.730839,67305.88687,-208.29,-0.31,0,2064.62,3.07,-1754.01,-2.61,-5235.58,-5.24,33
63,Entry short,2025-12-10 20:00,MR-S | IN:HYBRID,92094,0.730839,67305.88687,-208.29,-0.31,0,2064.62,3.07,-1754.01,-2.61,-5235.58,-5.24,33
64,Exit short,2025-12-13 02:00,MR TP1 | IN:HYBRID | OUT:HYBRID,90203,0.2,18018.6,-22,-0.12,0,13,0.07,-117.4,-0.65,-5257.58,-5.26,2
64,Entry short,2025-12-13 00:00,MR-S | IN:HYBRID,90093,0.2,18018.6,-22,-0.12,0,13,0.07,-117.4,-0.65,-5257.58,-5.26,2
65,Exit short,2025-12-14 10:00,RUN EXIT | IN:HYBRID | OUT:MR,90275,0.8,72074.4,-145.6,-0.20,0,243.2,0.34,-469.6,-0.65,-5403.18,-5.40,34
65,Entry short,2025-12-13 00:00,MR-S | IN:HYBRID,90093,0.8,72074.4,-145.6,-0.20,0,243.2,0.34,-469.6,-0.65,-5403.18,-5.40,34
66,Exit long,2025-12-15 22:00,MR FAIL | IN:MR | OUT:MR,87026,1,89750,-2724,-3.04,0,223,0.25,-3125,-3.48,-8127.18,-8.13,9
66,Entry long,2025-12-15 13:00,MR-L | IN:MR,89750,1,89750,-2724,-3.04,0,223,0.25,-3125,-3.48,-8127.18,-8.13,9
67,Exit long,2025-12-18 04:00,MR FAIL | IN:TREND | OUT:MR,85950,1,86961,-1011,-1.16,0,3356,3.86,-1687,-1.94,-9138.18,-9.14,35
67,Entry long,2025-12-16 17:00,MR-L | IN:TREND,86961,1,86961,-1011,-1.16,0,3356,3.86,-1687,-1.94,-9138.18,-9.14,35
68,Exit long,2025-12-18 22:00,MR TP1 | IN:MR | OUT:TREND,88446,0.2,17345.6,343.6,1.98,0,539,3.11,-72.6,-0.42,-8794.58,-8.79,11
68,Entry long,2025-12-18 11:00,MR-L | IN:MR,86728,0.2,17345.6,343.6,1.98,0,539,3.11,-72.6,-0.42,-8794.58,-8.79,11
69,Exit long,2025-12-19 03:00,RUN EXIT | IN:MR | OUT:MR,84561,0.8,69382.4,-1733.6,-2.50,0,2156,3.11,-1864,-2.69,-10528.18,-10.53,16
69,Entry long,2025-12-18 11:00,MR-L | IN:MR,86728,0.8,69382.4,-1733.6,-2.50,0,2156,3.11,-1864,-2.69,-10528.18,-10.53,16
70,Exit long,2025-12-19 17:00,MR TP1 | IN:MR | OUT:MR,88216,0.2,17580.4,62.8,0.36,0,73,0.42,-44.4,-0.25,-10465.38,-10.47,3
70,Entry long,2025-12-19 14:00,MR-L | IN:MR,87902,0.2,17580.4,62.8,0.36,0,73,0.42,-44.4,-0.25,-10465.38,-10.47,3
71,Exit long,2025-12-21 00:00,RUN EXIT | IN:MR | OUT:MR,88144,0.8,70321.6,193.6,0.28,0,1157.6,1.65,-884.8,-1.26,-10271.78,-10.27,34
71,Entry long,2025-12-19 14:00,MR-L | IN:MR,87902,0.8,70321.6,193.6,0.28,0,1157.6,1.65,-884.8,-1.26,-10271.78,-10.27,34
72,Exit short,2025-12-23 14:00,MR TP1 | IN:MR | OUT:TREND,87501,0.2,17648.2,148,0.84,0,246.2,1.40,-127,-0.72,-10123.78,-10.12,10
72,Entry short,2025-12-23 04:00,MR-S | IN:MR,88241,0.2,17648.2,148,0.84,0,246.2,1.40,-127,-0.72,-10123.78,-10.12,10
73,Exit short,2025-12-24 22:00,RUN EXIT | IN:MR | OUT:MR,86983,0.8,70592.8,1006.4,1.43,0,1502.4,2.13,-508,-0.72,-9117.38,-9.12,42
73,Entry short,2025-12-23 04:00,MR-S | IN:MR,88241,0.8,70592.8,1006.4,1.43,0,1502.4,2.13,-508,-0.72,-9117.38,-9.12,42
74,Exit short,2025-12-27 07:00,MR TP1 | IN:MR | OUT:HYBRID,87340,0.2,17354.2,-113.8,-0.66,0,7.4,0.04,-187.4,-1.08,-9231.18,-9.23,8
74,Entry short,2025-12-26 23:00,MR-S | IN:MR,86771,0.2,17354.2,-113.8,-0.66,0,7.4,0.04,-187.4,-1.08,-9231.18,-9.23,8
75,Exit short,2025-12-28 06:00,RUN EXIT | IN:MR | OUT:MR,87810,0.8,69416.8,-831.2,-1.20,0,29.6,0.04,-904.8,-1.30,-10062.38,-10.06,31
75,Entry short,2025-12-26 23:00,MR-S | IN:MR,86771,0.8,69416.8,-831.2,-1.20,0,29.6,0.04,-904.8,-1.30,-10062.38,-10.06,31
76,Exit short,2025-12-30 04:00,MR TP1 | IN:MR | OUT:MR,87222,0.2,17453.4,9,0.05,0,61,0.35,-163,-0.93,-10053.38,-10.05,8
76,Entry short,2025-12-29 20:00,MR-S | IN:MR,87267,0.2,17453.4,9,0.05,0,61,0.35,-163,-0.93,-10053.38,-10.05,8
77,Exit short,2025-12-30 20:00,RUN EXIT | IN:MR | OUT:MR,87997,0.8,69813.6,-584,-0.84,0,439.2,0.63,-659.2,-0.94,-10637.38,-10.64,24
77,Entry short,2025-12-29 20:00,MR-S | IN:MR,87267,0.8,69813.6,-584,-0.84,0,439.2,0.63,-659.2,-0.94,-10637.38,-10.64,24
78,Exit short,2026-01-01 06:00,MR TP1 | IN:MR | OUT:MR,87496,0.2,17507.4,8.2,0.05,0,90.4,0.52,-62.2,-0.36,-10629.18,-10.63,7
78,Entry short,2025-12-31 23:00,MR-S | IN:MR,87537,0.2,17507.4,8.2,0.05,0,90.4,0.52,-62.2,-0.36,-10629.18,-10.63,7
79,Exit short,2026-01-02 00:00,RUN EXIT | IN:MR | OUT:MR,88193,0.8,70029.6,-524.8,-0.75,0,361.6,0.52,-664.8,-0.95,-11153.98,-11.15,25
79,Entry short,2025-12-31 23:00,MR-S | IN:MR,87537,0.8,70029.6,-524.8,-0.75,0,361.6,0.52,-664.8,-0.95,-11153.98,-11.15,25
80,Exit long,2026-01-28 03:00,MR TP1 | IN:MR | OUT:MR,89292,0.2,17568.8,289.6,1.65,0,306,1.74,-180.4,-1.03,-10864.38,-10.86,38
80,Entry long,2026-01-26 13:00,MR-L | IN:MR,87844,0.2,17568.8,289.6,1.65,0,306,1.74,-180.4,-1.03,-10864.38,-10.86,38
81,Exit long,2026-01-29 06:00,RUN EXIT | IN:MR | OUT:MR,89168,0.8,70275.2,1059.2,1.51,0,2075.2,2.95,-721.6,-1.03,-9805.18,-9.81,65
81,Entry long,2026-01-26 13:00,MR-L | IN:MR,87844,0.8,70275.2,1059.2,1.51,0,2075.2,2.95,-721.6,-1.03,-9805.18,-9.81,65
82,Exit long,2026-01-31 23:00,MR FAIL | IN:TREND | OUT:TREND,80239,1,82647,-2408,-2.91,0,1853,2.24,-2668,-3.23,-12213.18,-12.21,28
82,Entry long,2026-01-30 19:00,MR-L | IN:TREND,82647,1,82647,-2408,-2.91,0,1853,2.24,-2668,-3.23,-12213.18,-12.21,28
83,Exit long,2026-02-04 01:00,MR FAIL | IN:MR | OUT:MR,73053,1,77635,-4582,-5.90,0,1666,2.15,-4582,-5.90,-16795.18,-16.80,33
83,Entry long,2026-02-02 16:00,MR-L | IN:MR,77635,1,77635,-4582,-5.90,0,1666,2.15,-4582,-5.90,-16795.18,-16.80,33
84,Exit long,2026-02-07 12:00,MR TP1 | IN:HYBRID | OUT:TREND,70127,0.2,13264.2,761.2,5.74,0,1070.4,8.07,-376.8,-2.84,-16033.98,-16.03,24
84,Entry long,2026-02-06 12:00,MR-L | IN:HYBRID,66321,0.2,13264.2,761.2,5.74,0,1070.4,8.07,-376.8,-2.84,-16033.98,-16.03,24
85,Exit long,2026-02-09 16:00,RUN EXIT | IN:HYBRID | OUT:MR,69566,0.8,53056.8,2596,4.89,0,4682.4,8.83,-1507.2,-2.84,-13437.98,-13.44,76
85,Entry long,2026-02-06 12:00,MR-L | IN:HYBRID,66321,0.8,53056.8,2596,4.89,0,4682.4,8.83,-1507.2,-2.84,-13437.98,-13.44,76
86,Exit short,2026-02-10 13:00,MR TP1 | IN:MR | OUT:MR,68874,0.2,13894.6,119.8,0.86,0,163.2,1.17,-75.8,-0.55,-13318.18,-13.32,3
86,Entry short,2026-02-10 10:00,MR-S | IN:MR,69473,0.2,13894.6,119.8,0.86,0,163.2,1.17,-75.8,-0.55,-13318.18,-13.32,3
87,Exit short,2026-02-12 07:00,RUN EXIT | IN:MR | OUT:MR,67412,0.8,55578.4,1648.8,2.97,0,3003.2,5.40,-393.6,-0.71,-11669.38,-11.67,45
87,Entry short,2026-02-10 10:00,MR-S | IN:MR,69473,0.8,55578.4,1648.8,2.97,0,3003.2,5.40,-393.6,-0.71,-11669.38,-11.67,45
88,Exit long,2026-02-14 01:00,MR TP1 | IN:MR | OUT:TREND,69093,0.2,13381,437.6,3.27,0,500,3.74,-35,-0.26,-11231.78,-11.23,9
88,Entry long,2026-02-13 16:00,MR-L | IN:MR,66905,0.2,13381,437.6,3.27,0,500,3.74,-35,-0.26,-11231.78,-11.23,9
89,Exit long,2026-02-15 08:00,RUN EXIT | IN:MR | OUT:MR,69663,0.8,53524,2206.4,4.12,0,2886.4,5.39,-140,-0.26,-9025.38,-9.03,40
89,Entry long,2026-02-13 16:00,MR-L | IN:MR,66905,0.8,53524,2206.4,4.12,0,2886.4,5.39,-140,-0.26,-9025.38,-9.03,40
90,Exit long,2026-02-17 16:00,MR FAIL | IN:MR | OUT:MR,68085,1,68816,-731,-1.06,0,11,0.02,-947,-1.38,-9756.38,-9.76,7
90,Entry long,2026-02-17 09:00,MR-L | IN:MR,68816,1,68816,-731,-1.06,0,11,0.02,-947,-1.38,-9756.38,-9.76,7
91,Exit long,2026-02-18 18:00,MR FAIL | IN:MR | OUT:MR,67342,1,68098,-756,-1.11,0,135,0.20,-1018,-1.49,-10512.38,-10.51,3
91,Entry long,2026-02-18 15:00,MR-L | IN:MR,68098,1,68098,-756,-1.11,0,135,0.20,-1018,-1.49,-10512.38,-10.51,3
92,Exit long,2026-02-19 20:00,MR FAIL | IN:MR | OUT:MR,65894,1,66806,-912,-1.37,0,121,0.18,-1057,-1.58,-11424.38,-11.42,4
92,Entry long,2026-02-19 16:00,MR-L | IN:MR,66806,1,66806,-912,-1.37,0,121,0.18,-1057,-1.58,-11424.38,-11.42,4
93,Exit long,2026-02-20 16:00,MR TP1 | IN:MR | OUT:HYBRID,68188,0.2,13399.8,237.8,1.77,0,241.8,1.80,-75.2,-0.56,-11186.58,-11.19,15
93,Entry long,2026-02-20 01:00,MR-L | IN:MR,66999,0.2,13399.8,237.8,1.77,0,241.8,1.80,-75.2,-0.56,-11186.58,-11.19,15
94,Exit long,2026-02-22 07:00,RUN EXIT | IN:MR | OUT:MR,67912,0.8,53599.2,730.4,1.36,0,1335.2,2.49,-454.4,-0.85,-10456.18,-10.46,54
94,Entry long,2026-02-20 01:00,MR-L | IN:MR,66999,0.8,53599.2,730.4,1.36,0,1335.2,2.49,-454.4,-0.85,-10456.18,-10.46,54
95,Exit long,2026-02-25 20:00,MR TP1 | IN:TREND | OUT:HYBRID,66241,0.2,12795.2,453,3.54,0,537.4,4.20,-55.4,-0.43,-10003.18,-10.00,22
95,Entry long,2026-02-24 22:00,MR-L | IN:TREND,63976,0.2,12795.2,453,3.54,0,537.4,4.20,-55.4,-0.43,-10003.18,-10.00,22
96,Exit long,2026-02-26 18:00,RUN EXIT | IN:TREND | OUT:HYBRID,68041,0.8,51180.8,3252,6.35,0,4849.6,9.48,-221.6,-0.43,-6751.18,-6.75,44
96,Entry long,2026-02-24 22:00,MR-L | IN:TREND,63976,0.8,51180.8,3252,6.35,0,4849.6,9.48,-221.6,-0.43,-6751.18,-6.75,44
97,Exit long,2026-03-01 11:00,MR TP1 | IN:MR | OUT:TREND,67341,0.2,13183,285.2,2.16,0,457.2,3.47,-56.4,-0.43,-6465.98,-6.47,10
97,Entry long,2026-03-01 01:00,MR-L | IN:MR,65915,0.2,13183,285.2,2.16,0,457.2,3.47,-56.4,-0.43,-6465.98,-6.47,10
98,Exit long,2026-03-02 03:00,RUN EXIT | IN:MR | OUT:MR,65313,0.8,52732,-481.6,-0.91,0,1828.8,3.47,-658.4,-1.25,-6947.58,-6.95,26
98,Entry long,2026-03-01 01:00,MR-L | IN:MR,65915,0.8,52732,-481.6,-0.91,0,1828.8,3.47,-658.4,-1.25,-6947.58,-6.95,26
99,Exit short,2026-03-02 22:00,MR FAIL | IN:MR | OUT:MR,69121,1,66006,-3115,-4.72,0,747,1.13,-3604,-5.46,-10062.58,-10.06,8
99,Entry short,2026-03-02 14:00,MR-S | IN:MR,66006,1,66006,-3115,-4.72,0,747,1.13,-3604,-5.46,-10062.58,-10.06,8
100,Exit short,2026-03-04 06:00,MR FAIL | IN:MR | OUT:MR,68336,1,66643,-1693,-2.54,0,496,0.74,-2350,-3.53,-11755.58,-11.76,14
100,Entry short,2026-03-03 16:00,MR-S | IN:MR,66643,1,66643,-1693,-2.54,0,496,0.74,-2350,-3.53,-11755.58,-11.76,14
101,Exit short,2026-03-04 12:00,MR FAIL | IN:MR | OUT:MR,68191,1,67789,-402,-0.59,0,124,0.18,-576,-0.85,-12157.58,-12.16,1
101,Entry short,2026-03-04 11:00,MR-S | IN:MR,67789,1,67789,-402,-0.59,0,124,0.18,-576,-0.85,-12157.58,-12.16,1
102,Exit short,2026-03-06 18:00,MR TP1 | IN:TREND | OUT:HYBRID,70243,0.2,14514.8,466.2,3.21,0,484.2,3.34,-199.8,-1.38,-11691.38,-11.69,29
102,Entry short,2026-03-05 13:00,MR-S | IN:TREND,72574,0.2,14514.8,466.2,3.21,0,484.2,3.34,-199.8,-1.38,-11691.38,-11.69,29
103,Exit short,2026-03-07 21:00,RUN EXIT | IN:TREND | OUT:MR,68027,0.8,58059.2,3637.6,6.27,0,4092,7.05,-799.2,-1.38,-8053.78,-8.05,56
103,Entry short,2026-03-05 13:00,MR-S | IN:TREND,72574,0.8,58059.2,3637.6,6.27,0,4092,7.05,-799.2,-1.38,-8053.78,-8.05,56
104,Exit long,2026-03-08 21:00,MR FAIL | IN:MR | OUT:MR,67341,1,67907,-566,-0.83,0,0,0.00,-1075,-1.58,-8619.78,-8.62,4
104,Entry long,2026-03-08 17:00,MR-L | IN:MR,67907,1,67907,-566,-0.83,0,0,0.00,-1075,-1.58,-8619.78,-8.62,4
105,Exit long,2026-03-09 23:00,MR TP1 | IN:MR | OUT:MR,68982,0.2,13506.4,290,2.15,0,393,2.91,-37.4,-0.28,-8329.78,-8.33,9
105,Entry long,2026-03-09 14:00,MR-L | IN:MR,67532,0.2,13506.4,290,2.15,0,393,2.91,-37.4,-0.28,-8329.78,-8.33,9
106,Exit long,2026-03-11 05:00,RUN EXIT | IN:MR | OUT:MR,69711,0.8,54025.6,1743.2,3.23,0,3394.4,6.28,-149.6,-0.28,-6586.58,-6.59,39
106,Entry long,2026-03-09 14:00,MR-L | IN:MR,67532,0.8,54025.6,1743.2,3.23,0,3394.4,6.28,-149.6,-0.28,-6586.58,-6.59,39
107,Exit short,2026-03-13 06:00,MR FAIL | IN:MR | OUT:MR,70529,1,69838,-691,-0.99,0,616,0.88,-967,-1.38,-7277.58,-7.28,22
107,Entry short,2026-03-12 08:00,MR-S | IN:MR,69838,1,69838,-691,-0.99,0,616,0.88,-967,-1.38,-7277.58,-7.28,22
108,Exit short,2026-03-14 22:00,MR TP1 | IN:MR | OUT:MR,70609,0.2,14163.4,41.6,0.29,0,102.4,0.72,-98.2,-0.69,-7235.98,-7.24,17
108,Entry short,2026-03-14 05:00,MR-S | IN:MR,70817,0.2,14163.4,41.6,0.29,0,102.4,0.72,-98.2,-0.69,-7235.98,-7.24,17
109,Exit short,2026-03-15 11:00,RUN EXIT | IN:MR | OUT:HYBRID,71584,0.8,56653.6,-613.6,-1.08,0,409.6,0.72,-676.8,-1.19,-7849.58,-7.85,30
109,Entry short,2026-03-14 05:00,MR-S | IN:MR,70817,0.8,56653.6,-613.6,-1.08,0,409.6,0.72,-676.8,-1.19,-7849.58,-7.85,30
110,Exit short,2026-03-18 21:00,MR TP1 | IN:MR | OUT:MR,71195,0.2,14808,569,3.84,0,578.8,3.91,-174.6,-1.18,-7280.58,-7.28,33
